name,matte,transparent
Agent Mater’s Escape,138.0,16.0
Red’s Water Rescue,192.0,17.0
Ultimate Race Set,276.0,15.0
Oil Rig Escape,415.0,27.0
Elite Clone Trooper & Commando Droid Battle Pack,110.0,1.0
Endor Rebel Trooper & Imperial Trooper Battle Pack,81.0,0.0
Droid Escape,138.0,3.0
Geonosian Cannon,126.0,12.0
TIE Fighter,410.0,7.0
X-wing Starfighter,571.0,6.0
Anakin's Jedi Interceptor,277.0,39.0
Gold Leader's Y-wing Starfighter,459.0,9.0
Desert Skiff,216.0,7.0
Republic Striker Starfighter,370.0,18.0
Saesee Tiin's Jedi Starfighter,241.0,9.0
Gungan Sub,434.0,49.0
Sith Fury-class Interceptor,742.0,12.0
Fork Lift,216.0,0.0
"Advent Calendar 2012, Star Wars",1.0,0.0
"Advent Calendar 2012, Star Wars (Day 9) - Imperial Officer",4.0,0.0
"Advent Calendar 2012, Star Wars (Day 10) - AT-AT Walker",13.0,0.0
"Advent Calendar 2012, Star Wars (Day 11) - Hoth Blaster Station",7.0,0.0
"Advent Calendar 2012, Star Wars (Day 12) - Hoth Rebel Trooper",8.0,0.0
"Advent Calendar 2012, Star Wars (Day 13) - Gonk Droid (GNK Power Droid)",17.0,0.0
"Advent Calendar 2012, Star Wars (Day 14) - General Grievous Weapon Depot",8.0,2.0
"Advent Calendar 2012, Star Wars (Day 15) - Snowtrooper",4.0,0.0
"Advent Calendar 2012, Star Wars (Day 16) - Naboo Royal Shuttle",18.0,2.0
"Advent Calendar 2012, Star Wars (Day 17) - Flash Speeder",15.0,3.0
"Advent Calendar 2012, Star Wars (Day 18) - Rebel Scout Trooper",7.0,0.0
"Advent Calendar 2012, Star Wars (Day 1) - Gungan Sub",12.0,4.0
"Advent Calendar 2012, Star Wars (Day 19) - Trade Federation AAT",15.0,3.0
"Advent Calendar 2012, Star Wars (Day 20) - General Grievous Starfighter",14.0,2.0
"Advent Calendar 2012, Star Wars (Day 21) - Super Battle Droid",4.0,0.0
"Advent Calendar 2012, Star Wars (Day 22) - Sith Infiltrator",16.0,2.0
"Advent Calendar 2012, Star Wars (Day 23) - Snowman R2-D2",9.0,0.0
"Advent Calendar 2012, Star Wars (Day 24) - Santa Darth Maul",8.0,0.0
"Advent Calendar 2012, Star Wars (Day 2) - Gungan Soldier",3.0,0.0
"Advent Calendar 2012, Star Wars (Day 3) - Gungan Battle Depot",7.0,2.0
"Advent Calendar 2012, Star Wars (Day 4) - Star Destroyer",12.0,4.0
"Advent Calendar 2012, Star Wars (Day 5) - Trade Federation MTT",11.0,0.0
"Advent Calendar 2012, Star Wars (Day 6) - Battle Droid Security",7.0,0.0
"Advent Calendar 2012, Star Wars (Day 7) - Naboo Starfighter",17.0,2.0
"Advent Calendar 2012, Star Wars (Day 8) - Vulture Droid",10.0,0.0
Bulldozer,367.0,5.0
Basic Bricks,18.0,0.0
Lego TC logo Starter Pack,13.0,0.0
Malevolence,1062.0,52.0
Jabba’s Palace,714.0,20.0
Tractor,317.0,5.0
Pre Vizsla's Mandalorian Fighter,403.0,6.0
Palpatine’s Arrest,609.0,51.0
Letters Set,134.0,0.0
Numbers and Mosaics Set,352.0,0.0
Sky Copter,364.0,0.0
Math Machines Set,553.0,1.0
Mobile Crane,508.0,4.0
Kendo Cole,30.0,0.0
Lloyd Garmadon,25.0,1.0
Jay ZX,28.0,2.0
Zane ZX,33.0,8.0
Mezmo,29.0,7.0
Bytar,27.0,0.0
Lizaru,23.0,3.0
Training Set,211.0,12.0
Auto Chassis,603.0,0.0
Kai ZX,21.0,0.0
Lasha,21.0,1.0
Kendo Zane,36.0,0.0
Snappa,20.0,0.0
Samurai X,24.0,0.0
Fang-Suei,22.0,0.0
Spitta,17.0,4.0
NRG Jay,16.0,4.0
Fangdam,18.0,2.0
NRG Cole,11.0,4.0
Slithraa,16.0,5.0
Lloyd ZX,20.0,3.0
Starter Set,54.0,0.0
WeDo Robotics Construction Set,156.0,1.0
WeDo Robotics USB Hub,1.0,0.0
WeDo Robotics Motion Sensor,1.0,0.0
WeDo Robotics Tilt Sensor,1.0,0.0
LEGO® Education WeDo Resource Set,326.0,0.0
NRG Zane,20.0,5.0
Weapon Pack,62.0,15.0
Green City,1268.0,89.0
Power Pack,22.0,0.0
LEGO TECHNIC and Pneumatic elements,128.0,0.0
4.5V Technic Resource Set,1534.0,0.0
Technology Activity Set,329.0,2.0
Teacher's Guide for Technology Group Activity Set,16.0,0.0
Technology Resource Set,1730.0,0.0
Gear Set,75.0,2.0
Expert Builder/Gear Parts,78.0,0.0
Lever Set,63.0,0.0
Pulley Set,77.0,0.0
Motor Add-On for Simple Mechanisms,3.0,0.0
Wheels and Axles Mini Set,80.0,2.0
Pneumatics I: Introduction to Air Power Set,98.0,2.0
Structures Set,437.0,2.0
Mechanisms Power Add-On Set,3.0,0.0
Simple Mechanisms Set,216.0,2.0
Simple and Motorized Machines Activity Pack,24.0,0.0
Science & Technology Base Set,339.0,2.0
Advanced Air Power Set,220.0,2.0
Solar Add-on,3.0,0.0
Speed Computer Add-on,2.0,0.0
Gears Classroom Pack,0.0,0.0
"10 building plates 2 x 8, 4 x 8, 6 x 8",10.0,0.0
Mechanisms Pneumatics Add-On Set,31.0,6.0
Levers Classroom Pack,0.0,0.0
Pulley Classroom Pack,0.0,0.0
Motorized Simple Machines Set,2.0,0.0
Wheel and Axle Classroom Pack,0.0,0.0
Education Resource Set [NXT Supplemental Set],672.0,2.0
Technology Resource Set,1154.0,0.0
Scenery Resource Set,583.0,157.0
Early Simple Machines Set,99.0,0.0
FIRST LEGO League Challenge 2012 - Senior Solutions,1626.0,9.0
Motorized Mechanisms Set,0.0,0.0
FIRST LEGO League Challenge 2013 - Nature's Fury,1890.0,112.0
Mechanical Engineering Set,312.0,3.0
Solar Panel,1.0,0.0
Energy Display,1.0,0.0
Electric Battery Box 9V 150 mAh (Rechargeable),1.0,0.0
E-Motor with Gear Reduction Ratio 9.5 : 1,1.0,0.0
Naboo Starfighter & Naboo,58.0,2.0
Sebulba's Podracer & Tatooine,78.0,5.0
TIE Interceptor & Death Star,66.0,1.0
X-wing Starfighter & Yavin 4,75.0,7.0
Twin-pod Cloud Car & Bespin,73.0,8.0
AT-ST & Endor,67.0,0.0
eLAB Renewable Energy Set,713.0,0.0
Renewable Energy Set II,732.0,0.0
Green Car Set,53.0,0.0
Simple and Motorized Mechanisms Base Set,392.0,2.0
Renewable Energy Add-On Set,12.0,0.0
Simple Machines Set,194.0,0.0
"Rechargeable Battery for Lego Mindstorms NXT, DC plug",1.0,0.0
NXT Color Sensor,1.0,0.0
Mindstorms Education Resource Set,814.0,2.0
FIRST LEGO League Challenge 2010 - Body Forward v46,1485.0,30.0
FIRST LEGO League Challenge 2011 - Food Factor,2103.0,12.0
FIRST LEGO League Challenge 2009 - Smart Move,1310.0,0.0
FIRST LEGO League Challenge 2008 - Climate Connections,832.0,3.0
Yellow Band (Pack of 25),25.0,0.0
9-Volt 1 x 2 Lamp Brick (Pack of 2),2.0,0.0
1 x 2 Red Bricks (Pack of 50),50.0,0.0
1 x 2 Blue Plates (Pack of 100),100.0,0.0
Technic Control Center,466.0,6.0
Hubs Gray (Pack of 50),50.0,0.0
14-Tooth Beveled Gears (Pack of 100),100.0,0.0
Gray Pulley Wheel (Pack of 50),50.0,0.0
Red Rover Tires and Hubs (4 tires 4 hubs),8.0,0.0
Shock Absorber (Pack of 10),10.0,0.0
Lift Arm (Pack of 50),50.0,0.0
2 x 2 Angle Plate (Pack of 25),25.0,0.0
Lever Arm (Pack of 50),50.0,0.0
Caterpillar Hub and Tread (Set of 2 treads 4 Hubs),6.0,0.0
128 MM Connecting Leads (Pack of 3),3.0,0.0
Piston Rod (Pack of 75),75.0,0.0
Small Half Beam (Pack of 100),100.0,0.0
Large Tire and Hub (2 tires 2 hubs),4.0,0.0
Special Elements for Control Lab Set,116.0,9.0
Lighting Bricks,6.0,11.0
Control Lab Building Set,631.0,13.0
Pneumatic T-Pieces (Pack of 25),25.0,0.0
Large Lawn Tire & Hub (4 tires 4 hubs),8.0,0.0
Small Lawn Tire & Hub (4 tires 4 hubs),8.0,0.0
Tire Pack (Set of 8),8.0,0.0
1280 mm Connecting Leads (Pack of 3),3.0,0.0
12 Tooth Double Bevel Gears (Pack of 25),25.0,0.0
Pneumatic Hand Pump (Pack of 2),2.0,0.0
Pneumatic Cylinder (Set of 2 small),2.0,0.0
Pneumatic Tubing Service Pack,2.0,0.0
Black Bands (Pack of 50),25.0,0.0
Red Bands (Pack of 25),25.0,0.0
Small White Bands (Pack of 24),24.0,0.0
47 1/3 elements (plates),141.0,0.0
Control System Building Set,221.0,1.0
1 x 2 Plate with Slides (Pack of 100),100.0,0.0
Small Pulleys (Pack of 100),100.0,0.0
Bushings (Pack of 100),100.0,0.0
Connector Pegs (Pack of 100),100.0,0.0
Friction Connector Pegs (Pack of 100),100.0,0.0
Long Black Connector Pegs (Pack of 100),100.0,0.0
Connector Pegs with Axles (Pack of 100),100.0,0.0
Connector Pegs with Knobs (Pack of 100),100.0,0.0
Connector Pegs (Pack of 100),100.0,0.0
2-Stud Axles with Grooves (Pack of 100),100.0,0.0
3-Stud Axles (Pack of 100),100.0,0.0
Cross Axles with Knobs (Pack of 100),100.0,0.0
4-Stud Axles (Pack of 50),50.0,0.0
5-Stud Axles (Pack of 50),50.0,0.0
6-Stud Axles (Pack of 50),50.0,0.0
8-Stud Axles (Pack of 50),50.0,0.0
10-Stud Axles (Pack of 50),50.0,0.0
12-Stud Axles (Pack of 50),50.0,0.0
Axle Extenders (Pack of 50)  {Axle Joiners},50.0,0.0
Catches {Technic Pole Reverser Handles},50.0,0.0
8 Tooth Gears (Pack of 100) 'Spur' Gears,100.0,0.0
12 Tooth Bevel Gears (Pack of 50),50.0,0.0
16 Tooth Gears (Pack of 50),50.0,0.0
20 Tooth Double Bevel Gears (Pack of 25),25.0,0.0
24-Tooth Crown Gears,50.0,0.0
24 Tooth Gears (Pack of 50),50.0,0.0
Technic Clutches,10.0,0.0
40 Tooth Gears (Pack of 25),25.0,0.0
Cross Blocks (Pack of 50),50.0,0.0
Catches with Cross Holes (Pack of 50),50.0,0.0
Pulleys (For micromotor pack of 10),10.0,0.0
Bricks with Cross (axle) Holes (Pack of 50),50.0,0.0
1 x 2 Beams,50.0,0.0
1 x 4 Beams,30.0,0.0
1 x 6 Beams,30.0,0.0
1 x 8 Beams,20.0,0.0
1 x 10 Beams,20.0,0.0
1 x 12 Beams,10.0,0.0
1 x 16 Beams,10.0,0.0
2 x 2 Skid Plates (Pack of 50),50.0,0.0
Tacho Wheels (Pack of 20),20.0,0.0
Gear Casings (Pack of 10 contained 20 prior to 2005 Dacta catalog),10.0,0.0
Bobbins {Technic Reels},25.0,0.0
Chain Links,100.0,0.0
Gear Blocks (Pack of 5),0.0,5.0
Pole Reversing Switch,1.0,0.0
9-Volt Connecting Leads (One each of 128mm 256 mm 1280 mm),3.0,0.0
Air Storage Tanks,2.0,0.0
Pneumatic Parts,5.0,0.0
O-Ring and Pulley Wheels,50.0,0.0
Skeleton and Ghost for Amusement Park Set,70.0,0.0
Steering Wheels (Pack of 25),25.0,0.0
Pneumatic Switch (Pack of 5),5.0,0.0
Universal Joints (Pack of 10),10.0,0.0
Special Elements for Simple Machines Set,49.0,0.0
Special Elements for Team Challenge Set,290.0,5.0
Special Elements for Cities and Transportation Set,113.0,6.0
Special Elements for Amusement Park Set,78.0,0.0
Special Elements for ROBO Technology Set,69.0,2.0
Car Project Set,78.0,1.0
House Project Set,76.0,4.0
Bug Project Set,77.0,6.0
Gadget Project Set,46.0,2.0
Special Elements for eLAB Renewable Energy Set,315.0,0.0
Special Elements For Mechanical Engineering Set,130.0,0.0
Special Elements for Early Simple Machines Set,18.0,1.0
Black Plates - Large Package,165.0,0.0
Wheels (Tires hubs axle plates and bricks),184.0,0.0
Roof Tiles,180.0,0.0
Team Challenge Upgrade Kit,91.0,4.0
Intelligent House Building Set,160.0,4.0
RCX Programmable Brick,1.0,0.0
52 flat tile bricks,156.0,0.0
Infrared Transmission Tower,2.0,0.0
"Robotics Invention System, Version 1.0",734.0,2.0
Cities and Transportation,389.0,10.0
ROBOLAB Amusement Park Set,289.0,2.0
RoboSports,92.0,0.0
Vision Command [RCX Digital Colour Camera],132.0,8.0
Extreme Creatures,137.0,12.0
Robotics Discovery Set,386.0,4.0
Exploration Mars,158.0,4.0
Remote Control,1.0,0.0
Photosynthesis Student Set,74.0,0.0
Chromosomes - Student Set,128.0,8.0
"Robotics Invention System, Version 1.5",723.0,6.0
Droid Developer Kit,663.0,3.0
NXT Temperature Sensor,1.0,0.0
LEGO Interface,4.0,0.0
Control Lab Serial Interface & Adapter,2.0,0.0
Technic Control Center II,14.0,0.0
TECHNIC Control Center [Dacta Kit],14.0,0.0
Dark Side Developers Kit,568.0,23.0
Temperature Sensor,1.0,0.0
Rotation Sensor,1.0,0.0
Touch Sensor with Cable,2.0,0.0
Light Sensor 9V,1.0,0.0
FIRST LEGO League Challenge 2004 - No Limits,1401.0,36.0
FIRST LEGO League Challenge 2005 - Ocean Odyssey,1474.0,1.0
FIRST LEGO League Challenge 2006 - Nano Quest,1502.0,3.0
FIRST LEGO League Challenge 2007 - Power Puzzle,1484.0,108.0
Interface Card/Cable for Apple IIe and IIGS,1.0,0.0
Interface Card and Cable for TC Logo - IBM compatible,3.0,0.0
Pneumatic Circuit,4.0,0.0
ROBOLAB Starter Building Set,1697.0,15.0
Klutz: LEGO Chain Reactions,33.0,6.0
LEGO Legends of Chima: Character Encyclopedia,0.0,0.0
Infrared Transmitter with USB Cable,2.0,0.0
FIRST LEGO League Challenge 2001 - Arctic Impact,1383.0,5.0
Robo Technology Set [Serial Cable],218.0,3.0
Robo Technology Set [USB Cable],218.0,3.0
FIRST LEGO League Challenge 2002 - City Sights,1017.0,0.0
ROBOLAB Team Challenge Set (Serial),725.0,2.0
ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],827.0,7.0
ROBOLAB Team Challenge Set Version 2.5 [USB],826.0,7.0
ROBOLAB Intelligent House Building Set,167.0,4.0
LEGO MINDSTORMS Education NXT Base Set,431.0,5.0
Mars Exploration,809.0,1.0
NXT Rechargeable Battery,1.0,0.0
Sensor Adaptor for Mindstorms NXT to Vernier,0.0,0.0
"23 sloping bricks, including roof peak bricks, Red",23.0,0.0
"23 sloping bricks, including roof peak bricks, Blue",23.0,0.0
"34 sloping profile bricks, including profile peak bricks, Red",39.0,0.0
"34 sloping profile bricks, including profile peak bricks, Blue",39.0,0.0
Geared Turntable,64.0,0.0
Beams (Red),68.0,0.0
Beams (Blue),68.0,0.0
Beams (Yellow),68.0,0.0
Pneumatic Elements,3.0,0.0
Pneumatic Tubing,1.0,0.0
Battery Box with Switch - 9v,1.0,0.0
AC Adapter 230V - 10V Transformer,1.0,0.0
"AC Adapter, 120V - 10V Transformer",1.0,0.0
AC Adapter 230V - 10V Transformer Type G Plug (British),1.0,0.0
X-Large Blue Storage Bin (16.5in x 12in x 10in),1.0,1.0
NXT Intelligent Brick,1.0,0.0
NXT Servo Motor,1.0,0.0
NXT Touch Sensor,1.0,0.0
NXT Light Sensor,1.0,0.0
NXT Sound Sensor,1.0,0.0
NXT Ultrasonic Sensor,1.0,0.0
Activity Cards for Non-Motorized Simple Machines (979630),19.0,0.0
NXT Bluetooth Dongle,0.0,0.0
Lamps and Fittings,6.0,3.0
9V Micromotor,4.0,0.0
Lighting Device Parts Pack,3.0,1.0
Assortment of Connectors,453.0,0.0
Chain Link Pack,229.0,0.0
Assortment of Gears,122.0,0.0
Worm Gear Pack,22.0,0.0
Assortment of Tires/Wheels,56.0,0.0
Assortment of Cross Axles,124.0,0.0
Assortment of Plate Pieces,166.0,0.0
Assortment of Beams,126.0,0.0
TECHNIC Motor 4.5 Volt,1.0,0.0
Battery Box (4.5 Volt),1.0,0.0
One Light Bulb,0.0,1.0
Connecting Leads,8.0,0.0
Random Special Pieces,96.0,0.0
Weighted Brick Pack,4.0,0.0
Green Building Plates,3.0,0.0
Optosensor,2.0,0.0
Light and Transparent Bricks,6.0,6.0
Touch Sensor,1.0,0.0
Plugholders and Leads,42.0,0.0
Building Plates (24 x 24),3.0,0.0
Pneumatic Rubber Bands and Pneumatic Tubing,144.0,0.0
Number Bricks,52.0,0.0
Yellow Beams,76.0,0.0
"Pneumatic Pump, Cylinder, Valves, Tubing",10.0,0.0
Building Cards - 1090,5.0,0.0
Building Cards - 1092,4.0,0.0
Large Turntables,2.0,0.0
Alphabet Bricks,45.0,0.0
Motor - 9v,1.0,0.0
Sound element - 9v,1.0,0.0
Touch Sensor,1.0,0.0
Temperature Sensor,1.0,0.0
Light Sensor,1.0,0.0
10 Traffic Signs,10.0,0.0
Angle Sensor,1.0,0.0
Brick Separators,2.0,0.0
Motor,40.0,0.0
9-Volt Connecting Leads,3.0,0.0
9-Volt Long Connecting Leads,2.0,0.0
Hubs and Tires,20.0,0.0
Small Gear Wheels,21.0,0.0
Trees and Signs (1971 version with granulated trees and 4 bricks),12.0,0.0
Trees and Signs (1969 version with old style trees and 3 bricks),11.0,0.0
9-Volt Touch Sensor and Leads,3.0,0.0
3M Connecting Lead (Set of 2),2.0,0.0
LEGO Solar Cell,1.0,0.0
Special Elements Pack,674.0,0.0
Medium Gray Storage Bin,0.0,1.0
12-Tooth Black Double Conical Wheels (Pack of 25),25.0,0.0
36-Tooth Double Conical Wheels (Pack of 25),25.0,0.0
7-Stud Axles (Pack of 50),50.0,0.0
New Turntables (Pack of 2),2.0,0.0
Small Wide Tire & Hub (Pack of 8 each),16.0,0.0
Technic Triangle (Pack of 25),25.0,0.0
Cam Wheel (Pack of 25),25.0,0.0
Swivel Magnet Pack (Pack of 10 each),20.0,0.0
2-Stud Axles with Grooves (Pack of 100),100.0,0.0
Connector Peg with Axle (Pack of 100),100.0,0.0
Tracks and Sprockets Pack,110.0,0.0
Studless Technic Beams,35.0,0.0
Technic Angle Beams,30.0,0.0
Technic Beams with Snaps,30.0,0.0
Technic Crossblocks,30.0,0.0
Black Plates - Large Package,165.0,0.0
Tracks,120.0,0.0
Sprockets,22.0,0.0
LEGO Smart Kit,20.0,0.0
LEGO Electrical Capacitor,1.0,0.0
MINDSTORMS Energy Parts Pack,46.0,0.0
Gear Block Yellow,1.0,0.0
Beams (red),44.0,0.0
Beams (blue),44.0,0.0
Plates Red,72.0,0.0
Plates Blue,72.0,0.0
Plates Yellow,72.0,0.0
Plates Black,72.0,0.0
Basic Bricks (red),62.0,0.0
Basic Bricks (yellow),62.0,0.0
Basic Bricks (black),62.0,0.0
Weight Elements,2.0,0.0
Small Chain Links,111.0,0.0
Conveyor Belt Links,38.0,0.0
Assorted Pulleys,14.0,0.0
Rubber Bands and String,36.0,0.0
LEGO fences with garden gates,19.0,0.0
Cams & Linkages,18.0,0.0
Connectors & Bushings,160.0,0.0
Axles and Extenders,54.0,0.0
Differentials,14.0,0.0
Lighting Bricks with Color Filters,14.0,9.0
Special Elements for Mini Sets,56.0,0.0
Special Elements for Intelligent House Building Set,39.0,2.0
"Crane Hook, Cam, Propellor",13.0,0.0
White Belts,16.0,0.0
Flat Tiles,12.0,0.0
Axle Extenders and Bushings,88.0,0.0
Connector Pegs,64.0,0.0
Gears 8- and 10-Tooth,18.0,0.0
Large Gear Wheels,16.0,0.0
Differential and Bevel Gears,18.0,0.0
Pulley Wheels,22.0,0.0
Tires and Spoked Hubs,24.0,0.0
Axles - Short,36.0,0.0
Axles - Long,24.0,0.0
Plates (Red),88.0,0.0
Plates (Blue),88.0,0.0
Plates (Yellow),88.0,0.0
Simple Machines,122.0,0.0
Upgrade Kit for 9654,7.0,0.0
"LEGO Store Grand Opening Exclusive Set, North Point Mall, Alpharetta, GA",14.0,1.0
American Flag with Sticker For Stars (Legoland California),62.0,0.0
"LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",45.0,0.0
Audi TT Roadster (Legoland Deutschland),53.0,7.0
"LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX",82.0,0.0
"1 x 4 x 5 Black Window Frames, Transparent Blue Panes",10.0,10.0
1 x 4 x 3 Train Window Clear,0.0,25.0
"Red Frame, Black Door, Green Pane",10.0,0.0
2 x 4 Ridge Roof Tile Low Sloped Black,25.0,0.0
2 x 4 Ridge Roof Tile Low Sloped Red,25.0,0.0
Crazy Action Contraptions (Klutz),64.0,0.0
Crazy Action Contraptions (Klutz) Vol. 2,112.0,0.0
Lego Mursten - System i Leg Byggebog,0.0,0.0
Lego Bausteine - System im Spiel,0.0,0.0
LEGO Hobby und Modellbau,0.0,0.0
LEGO Motor Eisenbahn,0.0,0.0
Gray Brick Separator with Black Frame Pieces,56.0,0.0
Battery Pack,6.0,0.0
BAU MIT!,1.0,0.0
"LEGO Store Grand Opening Exclusive Set, Beachwood Place, Beachwood, OH",3.0,0.0
"LEGO Store Grand Opening Exclusive Set, Berlin, Germany",69.0,0.0
Special Masks! - 2 (Dark) Copper Color Kanohi (Legoland Billund),2.0,0.0
Scorpion,16.0,3.0
Ekimu Falcon,28.0,1.0
"LEGO Store Grand Opening Exclusive Set, Riverchase Galleria, Birmingham, AL",79.0,0.0
"LEGO Store Grand Opening Exclusive Set, South Shore Plaza, Braintree, MA",59.0,0.0
LEGO Star Wars Clock,0.0,0.0
Robotops (8500 + 8501 + 8502 + 8503),94.0,2.0
Ultrarex (8504 + 8505 + 8506 + 8507),87.0,1.0
Swamp + Lava (8509 + 8510),63.0,0.0
Dust + Lava + Swamp [8509 + 8510 + 8513],96.0,0.0
Swamp + Frost + Onyx + Dust [8509 + 8511 + 8512 + 8513],142.0,4.0
Swamp + Frost + Onyx + Dust + Power [8509 + 8511 + 8512 + 8513 + 8514],145.0,8.0
Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],203.0,8.0
Frost + Dust (8511 + 8513),71.0,2.0
Frost + Onyx + Power [8511 + 8512 + 8514],85.0,5.0
Onyx + Power (8512 + 8514),43.0,4.0
Dynamo (8521 + 8522 + 8523),142.0,0.0
"LEGO Store Grand Opening Exclusive Set, Chinook Centre, Calgary, AB, Canada",130.0,0.0
Castle Bonus Pack,0.0,0.0
Chupa Chups Egg with Surprise Lego Set,0.0,0.0
Tatooine Mini-build - Star Wars Celebration Exclusive,176.0,2.0
Fan Celebration V - CubeDude - The Bounty Hunter Edition,497.0,0.0
Boba Fett’s Slave I - Mini - Star Wars Celebration VI Exclusive,80.0,1.0
"LEGO Store Grand Opening Exclusive Set, Chandler Fashion Center, Chandler, AZ",67.0,0.0
"LEGO Store Grand Opening Exclusive Set, Kenwood Towne Centre, Cincinnati, OH",93.0,0.0
Policeman and Crook Foil Pack,15.0,1.0
Ninja Minifig Packs 3-Pack,0.0,0.0
Japanese Coca-Cola Studios Polybag Collection sets 4056 thru 4079,0.0,0.0
Japanese Coca-Cola Soccer collection sets 4443 thru 4472,0.0,0.0
"LEGO Store Grand Opening Exclusive Set, Easton Town Center, Columbus, OH",70.0,2.0
Clone Wars Pack - San Diego Comic-Con 2008 Exclusive,10.0,0.0
Indiana Jones Brickmaster Pack - San Diego Comic-Con 2008 Exclusive,113.0,1.0
Batman and Joker Minifig Pack - San Diego Comic-Con 2008 Exclusive,9.0,0.0
Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive,3.0,2.0
Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive,11.0,1.0
Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive,23.0,7.0
Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive,16.0,1.0
Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive,16.0,0.0
Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive,3.0,2.0
Mini Republic Dropship Mini AT-TE Brickmaster Pack - San Diego Comic-Con 2009 Exclusive,200.0,6.0
LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive,3.0,0.0
Super Heroes Unite - Green Lantern - San Diego Comic-Con 2011 Exclusive,4.0,0.0
Super Heroes Unite - Batman - San Diego Comic-Con 2011 Exclusive,1.0,0.0
Star Wars Advent Calendar - San Diego Comic-Con 2011 Exclusive,0.0,0.0
Super Heroes Unite - Green Lantern - New York Comic-Con 2011 Exclusive,4.0,0.0
Super Heroes Unite - Superman - New York Comic-Con 2011 Exclusive,5.0,0.0
Super Heroes Unite - Batman - New York Comic-Con 2011 Exclusive,1.0,0.0
Darth Maul’s Sith Infiltrator - Mini - San Diego Comic-Con 2012 Exclusive,83.0,8.0
Super Heroes Unite - Shazam Captain Marvel - San Diego Comic-Con 2012 Exclusive,1.0,0.0
Super Heroes Unite - Phoenix Jean Gray - San Diego Comic-Con 2012 Exclusive,5.0,0.0
Super Heroes Unite - Bizarro - San Diego Comic-Con 2012 Exclusive,1.0,0.0
Super Heroes Unite - Venom - San Diego Comic-Con 2012 Exclusive,3.0,0.0
Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive,103.0,7.0
Shadow Leonardo - New York Comic-Con 2012 Exclusive,0.0,0.0
Kraang - New York Comic-Con 2012 Exclusive,0.0,0.0
Spiderwoman - San Diego Comic-Con 2013 Exclusive,0.0,0.0
Spider-Man - San Diego Comic-Con 2013 Exclusive,1.0,0.0
Black Superman - San Diego Comic-Con 2013 Exclusive,3.0,0.0
Green Arrow - San Diego Comic-Con 2013 Exclusive,1.0,0.0
Azog - San Diego Comic-Con 2013 Exclusive,6.0,0.0
JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive,120.0,3.0
Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive,128.0,2.0
Rocket Raccoon’s Warbird,138.0,7.0
The Collector - San Diego Comic-Con 2014 Exclusive,7.0,1.0
Batman Classic TV Series Batmobile,137.0,15.0
Bard the Bowman,5.0,0.0
The Ghost Starship,125.0,2.0
Tahu Mask - New York Comic-Con 2014 Exclusive,0.0,1.0
All New Captain America (Sam Wilson) - San Diego Comic-Con 2015 Exclusive,5.0,0.0
"LEGO Store Grand Opening Exclusive Set, Concord Mills, Concord, NC",67.0,2.0
"LEGO Store Grand Opening Exclusive Set, South Coast Plaza, Costa Mesa, CA",3.0,0.0
LogIT Sensor Adapter,0.0,0.0
"LEGO Store Grand Opening Exclusive Set, NorthPark Center, Dallas, TX",92.0,0.0
Commemorative Limited Edition Batman Announcement,13.0,0.0
Justice League vs Bizarro League DVD/Blu-Ray,5.0,0.0
Justice League: Attack of the Legion of Doom DVD/Blu-ray,0.0,0.0
"LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO",12.0,2.0
Lego Brickmaster Atlantis (Hardcover),142.0,15.0
Batman: The Visual Dictionary,0.0,0.0
Lego Brickmaster Castle (Hardcover),139.0,2.0
Lego Brickmaster City (Hardcover),128.0,18.0
Friends Brickmaster: Treasure Hunt in Heartlake City,102.0,10.0
The LEGO Ideas Book,0.0,0.0
The LEGO Ideas Book - Unlock Your Imagination [ISBN-13 9780756686062],1.0,0.0
The LEGO Ideas Book - You Can Build Anything [ISBN-13 9781405350679],1.0,0.0
Lego Brickmaster Ninjago (Hardcover),148.0,4.0
Brickmaster: Ninjago 2 - Fight The Power Of The Snakes,157.0,1.0
Lego Brickmaster Pirates (Hardcover),145.0,8.0
Standing Small,1.0,0.0
Lego Brickmaster Star Wars (Hardcover),241.0,10.0
DK Minifigure Ultimate Sticker Collection,0.0,0.0
LEGO Star Wars: The Yoda Chronicles,0.0,0.0
